label,dwell_seconds,velocity_magnitude,confidence,is_near_door,time_of_day_hour
normal,5.44,0.86,0.82,0.0,12.0
normal,0.82,1.39,0.85,0.0,12.0
normal,20.0,1.44,0.74,0.0,14.0
anomaly,267.05,0.02,0.85,1.0,5.0
normal,0.87,1.09,0.72,0.0,10.0
normal,15.61,0.86,0.82,0.0,6.0
normal,1.62,1.18,0.9,0.0,22.0
normal,7.09,1.26,0.82,0.0,21.0
normal,1.65,1.26,0.72,0.0,10.0
normal,4.43,0.83,0.87,0.0,18.0
normal,5.83,0.95,0.78,0.0,19.0
normal,0.7,1.22,0.89,0.0,16.0
normal,1.32,0.55,0.92,0.0,16.0
normal,8.56,1.04,0.95,0.0,18.0
normal,2.59,1.68,0.78,0.0,12.0
normal,0.59,1.72,0.82,0.0,21.0
normal,10.7,0.94,0.87,0.0,13.0
normal,3.21,1.64,0.83,0.0,8.0
normal,9.07,0.65,0.95,0.0,20.0
normal,3.34,1.56,0.78,0.0,6.0
normal,13.23,1.36,0.8,0.0,13.0
normal,1.53,0.77,0.86,0.0,10.0
normal,13.39,1.4,0.98,0.0,15.0
normal,7.71,1.08,0.89,0.0,7.0
normal,8.91,1.04,0.96,0.0,16.0
normal,7.56,1.68,0.74,0.0,9.0
normal,0.11,1.89,0.86,0.0,19.0
normal,3.8,1.22,0.97,0.0,18.0
normal,1.45,1.54,0.83,0.0,13.0
normal,0.91,0.89,0.8,0.0,13.0
normal,1.37,1.09,0.96,0.0,18.0
normal,2.54,0.9,0.74,0.0,13.0
normal,0.7,1.55,0.96,0.0,21.0
normal,1.05,1.43,0.84,0.0,14.0
normal,0.18,1.2,0.82,0.0,7.0
anomaly,283.19,0.08,0.87,1.0,5.0
normal,0.01,1.13,0.85,0.0,19.0
normal,0.86,1.58,0.74,0.0,9.0
normal,2.68,0.87,0.94,0.0,21.0
normal,17.35,1.27,0.93,0.0,8.0
normal,12.0,1.67,0.87,0.0,21.0
normal,7.04,0.79,0.76,0.0,18.0
normal,7.11,0.52,0.81,0.0,18.0
normal,2.95,1.2,0.73,0.0,7.0
normal,5.54,0.9,0.92,0.0,13.0
normal,1.46,0.45,0.71,0.0,7.0
normal,9.56,1.39,0.75,0.0,13.0
normal,7.11,0.97,0.91,0.0,13.0
normal,7.27,1.18,0.89,0.0,19.0
normal,0.55,1.08,0.83,0.0,19.0
normal,7.01,1.26,0.77,0.0,17.0
normal,1.2,1.18,0.95,0.0,7.0
normal,5.91,1.37,0.91,0.0,13.0
normal,4.0,0.83,0.88,0.0,17.0
normal,8.72,0.78,0.76,0.0,14.0
normal,4.03,1.25,0.77,0.0,7.0
normal,0.8,1.14,0.8,0.0,15.0
normal,0.73,1.14,0.71,0.0,21.0
normal,3.56,1.03,0.7,0.0,9.0
normal,2.46,0.96,0.78,0.0,22.0
normal,4.3,1.28,0.89,0.0,8.0
normal,4.02,1.45,0.86,0.0,13.0
normal,8.67,1.5,0.91,0.0,18.0
normal,7.8,0.95,0.7,0.0,19.0
normal,2.8,1.21,0.86,0.0,22.0
normal,0.93,1.32,0.88,0.0,22.0
normal,0.89,1.4,1.0,0.0,20.0
normal,5.53,1.46,0.91,0.0,6.0
normal,10.49,1.27,0.88,0.0,18.0
normal,9.9,1.2,0.97,0.0,18.0
normal,19.9,1.35,0.97,0.0,17.0
normal,4.12,0.94,0.91,0.0,17.0
normal,0.34,1.11,0.94,0.0,21.0
normal,3.42,0.89,0.72,0.0,18.0
normal,8.16,1.37,0.78,0.0,9.0
normal,4.55,1.65,0.75,0.0,18.0
normal,0.89,0.7,0.97,0.0,17.0
normal,0.65,1.1,0.71,0.0,21.0
normal,0.87,0.96,0.87,0.0,19.0
normal,6.41,1.39,0.78,0.0,16.0
normal,0.09,1.48,0.75,0.0,21.0
normal,13.29,1.38,0.96,0.0,20.0
normal,0.53,0.77,0.79,0.0,19.0
normal,10.9,0.94,0.98,0.0,11.0
normal,8.78,1.04,0.76,0.0,19.0
normal,6.28,0.98,0.97,0.0,13.0
normal,0.87,1.39,0.98,0.0,13.0
normal,4.17,1.16,0.94,0.0,15.0
normal,0.1,0.79,0.72,0.0,13.0
normal,11.95,0.9,0.72,0.0,16.0
normal,3.12,1.18,0.8,0.0,14.0
normal,0.5,1.57,0.8,0.0,20.0
normal,6.92,0.88,0.95,0.0,17.0
normal,1.62,1.2,0.91,0.0,7.0
normal,2.72,1.1,0.99,0.0,21.0
normal,6.45,1.39,0.77,0.0,19.0
normal,5.11,1.33,0.85,0.0,6.0
normal,12.0,0.6,0.88,0.0,11.0
normal,1.17,1.33,0.7,0.0,11.0
normal,6.6,1.13,0.85,0.0,8.0
normal,1.18,0.73,0.77,0.0,21.0
normal,14.95,1.27,0.7,0.0,16.0
normal,1.05,1.58,0.83,0.0,19.0
normal,13.04,1.37,0.95,0.0,21.0
normal,2.66,1.73,0.83,0.0,13.0
normal,3.85,0.91,0.72,0.0,21.0
normal,4.25,1.25,0.7,0.0,11.0
normal,4.69,1.44,0.97,0.0,22.0
normal,1.09,1.53,0.79,0.0,12.0
normal,4.63,1.74,0.8,0.0,7.0
normal,0.29,1.67,0.89,0.0,8.0
normal,9.58,1.0,0.71,0.0,10.0
normal,3.46,1.41,0.77,0.0,8.0
normal,16.09,1.4,0.72,0.0,16.0
normal,4.89,0.86,0.79,0.0,20.0
normal,1.06,0.9,0.75,0.0,6.0
normal,2.39,1.18,0.94,0.0,17.0
anomaly,297.56,0.09,0.92,1.0,9.0
normal,2.06,1.14,0.75,0.0,15.0
normal,6.84,0.98,0.85,0.0,16.0
normal,10.38,1.12,0.94,0.0,11.0
normal,1.82,1.0,0.97,0.0,6.0
normal,0.18,1.71,0.89,0.0,22.0
normal,7.24,1.54,0.88,0.0,21.0
normal,1.17,1.47,0.79,0.0,18.0
normal,16.92,1.36,0.74,0.0,18.0
normal,5.08,1.35,0.93,0.0,12.0
normal,8.96,0.44,0.92,0.0,15.0
normal,4.88,1.2,0.99,0.0,7.0
anomaly,284.04,0.15,0.91,1.0,12.0
normal,1.13,0.83,0.71,0.0,12.0
normal,6.68,1.14,0.98,0.0,20.0
normal,5.66,1.18,0.98,0.0,9.0
normal,2.05,0.84,0.72,0.0,7.0
normal,0.18,1.42,0.73,0.0,14.0
normal,5.97,1.33,0.9,0.0,18.0
normal,0.83,1.25,0.98,0.0,17.0
normal,1.45,0.89,0.71,0.0,22.0
normal,0.68,1.02,0.96,0.0,11.0
normal,6.51,0.89,0.8,0.0,11.0
normal,4.2,0.66,0.99,0.0,14.0
normal,1.61,0.99,0.92,0.0,9.0
normal,1.43,1.16,0.71,0.0,11.0
normal,6.49,1.22,0.74,0.0,14.0
normal,5.25,1.52,0.76,0.0,10.0
normal,0.69,0.92,0.8,0.0,11.0
normal,0.35,1.36,0.76,0.0,15.0
normal,1.75,0.79,0.83,0.0,16.0
normal,10.49,0.57,0.79,0.0,21.0
normal,0.36,1.68,0.85,0.0,13.0
normal,1.31,1.21,0.99,0.0,7.0
normal,1.26,0.86,0.84,0.0,21.0
normal,18.01,1.33,0.71,0.0,18.0
anomaly,135.99,0.19,0.86,1.0,18.0
normal,3.29,0.67,0.96,0.0,22.0
normal,5.98,1.04,0.95,0.0,8.0
normal,0.57,0.86,0.81,0.0,20.0
normal,8.62,1.53,0.93,0.0,10.0
normal,3.58,1.31,0.82,0.0,14.0
normal,6.72,1.53,0.99,0.0,7.0
normal,19.88,1.24,0.73,0.0,17.0
normal,5.12,1.33,0.73,0.0,17.0
normal,14.4,1.34,0.86,0.0,10.0
normal,6.9,1.45,0.92,0.0,20.0
normal,4.79,1.01,0.77,0.0,10.0
normal,0.98,1.53,0.82,0.0,13.0
normal,16.63,1.05,0.83,0.0,12.0
normal,8.91,0.91,0.76,0.0,9.0
normal,3.99,1.2,0.73,0.0,10.0
normal,4.02,0.78,0.87,0.0,11.0
normal,0.08,1.49,0.85,0.0,6.0
normal,1.38,0.72,0.93,0.0,19.0
normal,0.49,1.28,1.0,0.0,15.0
anomaly,189.41,0.02,0.87,1.0,13.0
normal,11.09,1.62,0.98,0.0,16.0
normal,3.53,1.08,0.95,0.0,19.0
normal,2.64,1.03,0.74,0.0,19.0
anomaly,38.58,0.17,0.81,0.0,23.0
normal,6.81,1.52,0.95,0.0,9.0
normal,8.29,1.24,0.71,0.0,7.0
normal,4.97,1.44,0.73,0.0,13.0
normal,3.58,2.13,0.8,0.0,8.0
normal,4.49,1.2,0.93,0.0,6.0
normal,9.11,0.98,0.9,0.0,13.0
normal,5.59,1.31,0.99,0.0,13.0
normal,2.16,1.2,0.73,0.0,19.0
normal,0.46,1.58,0.93,0.0,7.0
normal,3.47,0.83,1.0,0.0,14.0
normal,6.6,0.72,0.85,0.0,6.0
normal,2.51,1.39,0.77,0.0,11.0
normal,6.2,1.32,0.99,0.0,8.0
normal,11.51,1.61,0.91,0.0,12.0
normal,0.73,1.36,0.89,0.0,21.0
normal,0.72,0.58,0.89,0.0,7.0
normal,0.15,0.86,0.91,0.0,12.0
normal,7.06,1.28,0.83,0.0,10.0
normal,19.64,1.21,0.96,0.0,16.0
normal,2.28,0.81,0.71,0.0,7.0
normal,5.26,0.79,0.74,0.0,15.0
normal,5.3,1.43,0.97,0.0,20.0
normal,2.98,1.62,0.95,0.0,11.0
normal,4.32,1.11,0.99,0.0,12.0
normal,6.9,1.19,0.87,0.0,19.0
normal,3.02,1.14,0.98,0.0,7.0
normal,20.0,1.17,0.98,0.0,6.0
normal,0.44,0.84,0.84,0.0,7.0
anomaly,56.71,0.09,0.86,0.0,20.0
anomaly,5.97,1.41,0.87,0.0,3.0
normal,20.0,1.45,0.93,0.0,18.0
normal,7.52,0.96,0.8,0.0,6.0
normal,1.18,0.83,0.85,0.0,20.0
normal,2.56,1.47,0.81,0.0,18.0
normal,2.52,0.81,0.84,0.0,13.0
normal,12.02,0.86,0.98,0.0,7.0
normal,1.34,1.49,0.98,0.0,6.0
normal,2.51,1.01,0.97,0.0,7.0
normal,4.41,1.27,0.79,0.0,16.0
normal,0.46,1.38,0.8,0.0,12.0
normal,2.43,0.83,0.75,0.0,19.0
normal,2.28,0.97,0.76,0.0,22.0
normal,10.49,0.99,0.87,0.0,7.0
normal,0.89,1.14,0.81,0.0,9.0
normal,0.32,0.91,0.71,0.0,21.0
normal,0.24,1.39,0.97,0.0,21.0
normal,13.21,0.89,0.8,0.0,17.0
normal,3.8,1.23,0.71,0.0,15.0
normal,2.27,1.04,0.85,0.0,8.0
anomaly,39.18,0.15,0.83,1.0,6.0
normal,1.18,1.36,0.99,0.0,12.0
normal,3.16,0.79,0.99,0.0,10.0
normal,1.95,0.79,0.92,0.0,11.0
normal,0.22,1.29,0.7,0.0,20.0
normal,1.02,0.97,0.92,0.0,10.0
normal,4.07,1.23,0.8,0.0,11.0
normal,3.59,1.39,0.8,0.0,21.0
normal,0.03,0.84,0.99,0.0,21.0
normal,0.17,1.01,0.84,0.0,17.0
normal,9.95,0.85,0.97,0.0,20.0
normal,4.45,1.08,0.91,0.0,10.0
normal,2.95,1.7,0.87,0.0,19.0
normal,13.5,1.39,0.71,0.0,6.0
normal,1.19,1.12,0.92,0.0,17.0
normal,8.1,0.83,0.79,0.0,10.0
normal,6.83,0.94,0.96,0.0,10.0
normal,0.65,1.53,0.86,0.0,15.0
normal,8.96,0.75,0.9,0.0,17.0
normal,0.96,0.96,0.99,0.0,8.0
normal,2.23,1.49,0.86,0.0,6.0
normal,6.61,1.36,0.89,0.0,20.0
normal,0.73,1.23,0.76,0.0,18.0
normal,5.23,1.3,0.89,0.0,16.0
normal,10.99,1.02,0.86,0.0,22.0
normal,1.56,1.75,0.84,0.0,6.0
normal,2.08,1.1,0.93,0.0,20.0
normal,9.11,1.03,0.96,0.0,22.0
normal,5.77,0.89,0.9,0.0,16.0
normal,9.9,1.08,0.93,0.0,13.0
normal,0.67,0.7,0.99,0.0,18.0
normal,5.48,1.17,0.83,0.0,16.0
normal,1.23,0.97,0.79,0.0,15.0
normal,1.64,1.63,0.85,0.0,7.0
normal,3.03,1.31,0.97,0.0,16.0
normal,1.11,1.02,0.82,0.0,6.0
normal,3.67,1.65,0.99,0.0,18.0
normal,20.0,1.14,0.78,0.0,19.0
normal,6.78,1.62,0.8,0.0,8.0
normal,1.6,1.56,0.74,0.0,14.0
normal,7.66,0.79,0.81,0.0,16.0
normal,0.8,1.0,0.93,0.0,10.0
normal,1.96,0.82,0.94,0.0,9.0
normal,3.63,1.28,0.87,0.0,8.0
normal,6.49,1.07,0.71,0.0,21.0
normal,2.06,1.22,0.87,0.0,18.0
normal,10.28,1.0,0.92,0.0,8.0
normal,1.6,1.53,0.97,0.0,7.0
normal,2.42,1.1,0.96,0.0,13.0
normal,6.82,2.04,0.75,0.0,6.0
normal,2.36,0.85,0.77,0.0,20.0
normal,2.86,0.65,0.73,0.0,22.0
normal,0.2,1.64,0.72,0.0,15.0
normal,2.39,1.19,0.81,0.0,17.0
normal,3.29,1.36,0.93,0.0,15.0
normal,2.25,0.74,0.92,0.0,22.0
normal,2.25,1.42,0.75,0.0,22.0
normal,18.4,1.63,0.87,0.0,19.0
normal,2.95,1.39,0.87,0.0,9.0
normal,1.55,0.94,0.93,0.0,17.0
normal,7.66,1.54,0.87,0.0,8.0
normal,6.04,1.6,0.73,0.0,7.0
normal,0.25,1.48,0.73,0.0,21.0
normal,11.4,1.43,0.83,0.0,12.0
normal,1.89,1.15,0.94,0.0,10.0
normal,2.83,1.34,0.85,0.0,21.0
normal,10.18,1.39,0.96,0.0,6.0
normal,0.7,1.6,0.83,0.0,15.0
normal,0.28,1.31,0.82,0.0,7.0
normal,15.95,1.12,0.99,0.0,8.0
normal,4.67,0.77,0.83,0.0,11.0
normal,1.26,1.55,0.9,0.0,22.0
normal,7.0,0.75,0.93,0.0,13.0
normal,5.7,1.79,0.73,0.0,13.0
normal,1.2,1.03,0.83,0.0,16.0
normal,1.23,1.11,0.84,0.0,15.0
normal,2.21,0.89,0.97,0.0,19.0
normal,20.0,1.33,0.73,0.0,13.0
normal,4.58,1.19,0.82,0.0,20.0
normal,4.63,1.23,0.84,0.0,20.0
normal,7.03,1.46,0.86,0.0,7.0
normal,0.41,1.17,0.96,0.0,7.0
normal,17.05,1.62,0.99,0.0,18.0
normal,12.65,0.99,0.93,0.0,12.0
normal,2.54,0.85,0.97,0.0,15.0
normal,0.29,0.86,0.79,0.0,8.0
normal,4.13,1.23,0.9,0.0,20.0
normal,9.57,1.05,0.85,0.0,15.0
normal,1.54,1.32,0.93,0.0,12.0
normal,10.11,1.1,0.93,0.0,9.0
normal,1.19,1.11,0.97,0.0,13.0
normal,0.53,0.75,0.89,0.0,10.0
normal,3.79,0.98,0.7,0.0,9.0
normal,8.51,1.16,0.82,0.0,13.0
normal,5.12,0.66,0.76,0.0,20.0
normal,1.88,0.89,0.84,0.0,17.0
normal,0.64,1.58,0.96,0.0,13.0
normal,5.94,1.27,0.92,0.0,19.0
normal,7.63,1.11,0.86,0.0,15.0
normal,3.44,0.84,0.75,0.0,18.0
normal,11.35,0.95,0.84,0.0,6.0
normal,1.85,1.09,0.85,0.0,8.0
normal,1.13,1.02,0.81,0.0,10.0
normal,0.16,1.63,0.73,0.0,20.0
normal,0.31,1.89,0.75,0.0,13.0
normal,0.94,1.24,0.86,0.0,21.0
normal,1.67,1.15,0.89,0.0,20.0
normal,2.72,1.36,0.94,0.0,7.0
normal,2.08,0.97,0.87,0.0,10.0
normal,8.7,0.6,0.95,0.0,6.0
normal,0.72,0.74,0.87,0.0,8.0
normal,0.14,1.92,0.92,0.0,9.0
normal,11.03,0.52,0.99,0.0,20.0
normal,4.35,1.39,0.93,0.0,17.0
normal,19.37,1.72,0.99,0.0,8.0
normal,1.09,0.96,0.88,0.0,11.0
normal,4.93,1.57,0.8,0.0,9.0
normal,15.06,1.03,0.81,0.0,17.0
normal,8.78,1.06,0.94,0.0,9.0
normal,5.84,1.91,0.95,0.0,16.0
normal,4.87,1.4,0.84,0.0,9.0
normal,3.28,1.52,0.98,0.0,17.0
anomaly,81.21,0.28,0.7,0.0,2.0
normal,2.88,1.58,0.84,0.0,9.0
normal,1.18,1.19,1.0,0.0,16.0
normal,0.67,0.71,0.76,0.0,22.0
normal,1.61,1.05,0.94,0.0,16.0
normal,1.5,1.76,0.78,0.0,12.0
normal,2.95,1.01,0.87,0.0,22.0
normal,1.96,1.23,1.0,0.0,17.0
normal,8.4,1.37,0.8,0.0,11.0
normal,0.14,0.76,0.82,0.0,11.0
normal,3.57,0.87,0.91,0.0,9.0
normal,0.82,1.35,0.72,0.0,14.0
normal,2.24,1.26,0.94,0.0,20.0
normal,3.16,0.83,0.84,0.0,10.0
normal,4.79,0.91,0.76,0.0,13.0
normal,3.26,1.63,0.94,0.0,17.0
normal,2.17,1.2,0.87,0.0,9.0
normal,3.67,1.1,0.72,0.0,7.0
normal,20.0,1.52,0.74,0.0,7.0
normal,2.85,1.13,0.85,0.0,12.0
normal,3.41,1.32,0.85,0.0,17.0
normal,0.37,1.21,0.74,0.0,22.0
normal,4.26,1.12,0.81,0.0,6.0
normal,15.56,1.11,0.97,0.0,15.0
normal,1.39,1.28,0.98,0.0,11.0
normal,0.74,1.45,0.93,0.0,16.0
normal,0.35,0.93,1.0,0.0,22.0
normal,2.4,1.05,0.9,0.0,9.0
normal,0.91,1.3,0.92,0.0,8.0
normal,0.32,1.44,0.84,0.0,14.0
normal,0.35,1.29,0.73,0.0,14.0
anomaly,7.32,1.43,0.98,0.0,2.0
normal,7.17,1.2,0.72,0.0,22.0
normal,5.1,1.77,0.84,0.0,9.0
normal,4.49,1.01,0.82,0.0,8.0
normal,0.6,1.45,0.92,0.0,16.0
normal,8.43,1.29,0.77,0.0,16.0
normal,0.34,1.59,0.72,0.0,14.0
normal,19.73,0.82,0.8,0.0,16.0
normal,4.42,1.15,0.86,0.0,6.0
normal,4.31,1.35,0.86,0.0,22.0
normal,3.55,0.95,0.73,0.0,7.0
normal,3.12,1.2,0.74,0.0,18.0
normal,15.13,1.0,0.98,0.0,12.0
normal,0.97,0.78,0.87,0.0,22.0
normal,10.26,0.79,0.75,0.0,11.0
normal,7.47,1.56,0.73,0.0,14.0
normal,0.74,1.3,0.88,0.0,12.0
normal,2.9,1.8,0.9,0.0,6.0
normal,0.29,1.04,0.77,0.0,22.0
normal,2.25,1.3,0.79,0.0,17.0
normal,1.09,1.08,0.74,0.0,14.0
normal,0.63,1.13,0.7,0.0,20.0
normal,0.57,1.36,0.82,0.0,9.0
normal,0.49,1.39,0.79,0.0,8.0
normal,3.63,1.62,0.95,0.0,10.0
normal,9.27,0.9,0.8,0.0,18.0
normal,1.98,1.33,0.72,0.0,16.0
normal,2.4,1.11,0.77,0.0,15.0
normal,1.48,0.47,0.87,0.0,9.0
normal,4.43,1.37,0.73,0.0,21.0
normal,1.25,1.37,0.77,0.0,11.0
normal,0.26,1.39,0.91,0.0,8.0
normal,3.23,2.08,0.83,0.0,9.0
normal,3.11,0.74,0.96,0.0,19.0
normal,0.74,0.51,0.84,0.0,18.0
normal,4.42,0.96,0.8,0.0,13.0
normal,7.94,1.58,0.9,0.0,20.0
normal,11.14,1.34,0.75,0.0,12.0
normal,3.07,1.47,0.75,0.0,6.0
normal,4.19,0.91,0.94,0.0,10.0
normal,0.74,1.36,0.88,0.0,22.0
normal,0.33,1.91,0.79,0.0,13.0
normal,1.74,0.95,0.77,0.0,6.0
normal,11.33,1.17,0.77,0.0,11.0
normal,0.99,0.75,0.97,0.0,10.0
normal,5.1,1.3,0.89,0.0,19.0
normal,0.7,1.27,0.92,0.0,16.0
normal,1.51,0.76,0.8,0.0,7.0
normal,4.63,0.86,0.8,0.0,12.0
normal,0.71,0.77,0.97,0.0,19.0
normal,11.1,1.25,1.0,0.0,6.0
normal,0.42,1.33,0.85,0.0,22.0
normal,12.91,0.83,0.99,0.0,22.0
normal,3.98,1.23,0.78,0.0,19.0
normal,12.33,1.36,0.85,0.0,7.0
normal,12.29,1.42,0.81,0.0,15.0
normal,0.08,1.34,0.83,0.0,15.0
normal,0.15,1.13,0.89,0.0,15.0
normal,12.12,0.91,0.8,0.0,16.0
normal,19.08,1.43,0.77,0.0,22.0
normal,5.62,1.16,0.89,0.0,18.0
normal,0.74,1.16,0.8,0.0,6.0
normal,2.46,1.18,0.78,0.0,18.0
normal,1.79,0.99,0.91,0.0,22.0
normal,3.88,1.27,0.77,0.0,19.0
normal,10.4,1.01,0.95,0.0,17.0
normal,1.49,1.59,0.74,0.0,20.0
normal,5.19,1.21,0.97,0.0,8.0
normal,3.19,1.29,0.87,0.0,6.0
normal,2.48,1.34,0.71,0.0,12.0
normal,0.75,0.7,0.75,0.0,16.0
normal,6.14,1.72,0.92,0.0,17.0
normal,7.5,0.79,0.85,0.0,8.0
normal,9.14,0.85,0.92,0.0,18.0
normal,5.17,1.57,0.75,0.0,11.0
normal,1.72,0.94,0.87,0.0,21.0
normal,9.45,1.24,0.73,0.0,6.0
normal,0.63,2.19,0.96,0.0,13.0
normal,4.65,1.32,0.9,0.0,8.0
normal,4.91,1.12,0.73,0.0,7.0
normal,5.88,1.07,0.85,0.0,20.0
normal,1.75,0.67,0.72,0.0,15.0
normal,4.48,1.04,0.93,0.0,19.0
normal,4.82,0.79,0.99,0.0,15.0
normal,0.83,1.26,0.74,0.0,21.0
normal,11.0,1.53,0.94,0.0,10.0
normal,1.33,0.99,0.74,0.0,7.0
normal,3.1,1.28,0.83,0.0,7.0
normal,9.57,1.27,0.71,0.0,9.0
normal,8.07,1.52,0.97,0.0,14.0
normal,7.06,1.29,0.93,0.0,21.0
normal,0.83,1.71,0.93,0.0,21.0
normal,5.35,1.43,0.79,0.0,6.0
normal,0.11,0.71,0.89,0.0,13.0
normal,4.87,1.43,0.88,0.0,10.0
normal,12.01,1.35,0.83,0.0,10.0
normal,0.2,0.7,0.79,0.0,8.0
normal,0.16,1.33,0.79,0.0,7.0
normal,4.86,1.34,0.83,0.0,11.0
normal,9.03,1.29,0.84,0.0,22.0
normal,6.87,0.65,0.84,0.0,19.0
normal,1.42,1.36,0.82,0.0,15.0
normal,5.77,1.16,0.98,0.0,9.0
normal,3.71,1.26,0.74,0.0,13.0
normal,2.31,1.28,0.73,0.0,7.0
normal,10.75,0.68,0.95,0.0,9.0
normal,14.66,1.6,0.84,0.0,17.0
anomaly,7.98,0.92,0.81,0.0,5.0
normal,5.91,1.05,0.89,0.0,7.0
normal,0.47,1.06,0.9,0.0,18.0
normal,1.84,2.04,0.71,0.0,20.0
normal,1.76,1.37,0.88,0.0,21.0
normal,0.76,1.12,0.89,0.0,9.0
normal,8.98,1.5,0.84,0.0,12.0
normal,7.08,1.59,0.99,0.0,17.0
normal,0.08,1.47,0.97,0.0,11.0
normal,14.83,1.02,0.89,0.0,11.0
normal,1.94,1.56,0.8,0.0,10.0
normal,6.34,1.44,0.93,0.0,14.0
normal,1.63,0.68,0.87,0.0,13.0
anomaly,57.66,0.17,0.89,0.0,15.0
normal,1.16,1.12,0.72,0.0,8.0
normal,1.43,1.28,0.82,0.0,20.0
normal,4.51,1.03,0.74,0.0,16.0
normal,0.43,1.24,0.83,0.0,13.0
anomaly,78.49,0.09,0.61,0.0,7.0
normal,3.66,1.54,0.8,0.0,8.0
normal,3.12,0.98,0.71,0.0,6.0
normal,14.24,1.45,0.96,0.0,9.0
normal,0.49,1.29,0.95,0.0,6.0
normal,20.0,1.1,0.83,0.0,10.0
normal,7.44,1.37,0.98,0.0,19.0
normal,2.77,0.97,0.83,0.0,8.0
normal,2.43,1.28,0.93,0.0,14.0
normal,0.5,1.63,0.99,0.0,18.0
normal,20.0,0.93,0.81,0.0,6.0
normal,11.46,1.22,0.98,0.0,6.0
normal,7.17,1.09,0.92,0.0,12.0
normal,2.27,0.62,0.87,0.0,7.0
normal,4.19,1.31,0.72,0.0,9.0
normal,3.5,1.82,0.73,0.0,19.0
normal,5.09,1.58,0.72,0.0,19.0
normal,0.95,1.29,1.0,0.0,9.0
normal,3.63,0.85,0.82,0.0,18.0
normal,20.0,1.44,0.92,0.0,16.0
normal,0.59,0.87,0.97,0.0,19.0
normal,0.39,1.4,0.77,0.0,14.0
normal,1.41,1.31,0.92,0.0,19.0
normal,8.45,1.62,0.84,0.0,17.0
anomaly,284.25,0.08,0.86,1.0,6.0
normal,4.09,0.38,0.85,0.0,6.0
normal,3.66,1.51,0.91,0.0,10.0
normal,4.04,1.27,0.75,0.0,6.0
normal,3.6,1.01,0.71,0.0,7.0
normal,4.36,1.49,0.81,0.0,18.0
normal,4.36,1.17,0.82,0.0,11.0
normal,0.94,0.97,0.74,0.0,14.0
normal,1.99,0.9,0.9,0.0,20.0
anomaly,9.2,1.2,0.91,0.0,1.0
normal,2.71,1.9,0.83,0.0,16.0
normal,5.7,1.33,0.82,0.0,19.0
normal,2.72,1.15,0.89,0.0,13.0
normal,0.27,1.48,0.79,0.0,9.0
normal,0.39,0.95,0.71,0.0,8.0
normal,0.51,1.72,0.98,0.0,11.0
normal,7.15,0.98,0.9,0.0,13.0
normal,0.34,1.14,0.74,0.0,22.0
normal,2.64,1.5,0.73,0.0,17.0
normal,1.27,1.06,0.81,0.0,12.0
normal,8.09,1.7,0.76,0.0,11.0
normal,0.71,1.27,0.9,0.0,13.0
normal,8.97,1.18,0.8,0.0,9.0
anomaly,41.04,0.12,0.96,1.0,10.0
anomaly,61.72,0.16,0.73,0.0,18.0
normal,5.51,0.52,0.85,0.0,11.0
normal,17.05,1.09,0.82,0.0,13.0
normal,9.17,1.19,0.74,0.0,10.0
normal,11.46,1.51,0.73,0.0,13.0
normal,1.51,1.38,0.96,0.0,11.0
normal,0.04,1.09,0.85,0.0,13.0
normal,9.06,0.77,0.78,0.0,15.0
normal,13.18,0.86,0.87,0.0,8.0
normal,3.34,0.91,0.76,0.0,21.0
normal,6.21,1.65,0.94,0.0,13.0
normal,0.5,1.17,0.82,0.0,14.0
normal,12.77,1.39,0.72,0.0,19.0
normal,0.52,0.84,0.93,0.0,10.0
normal,2.44,1.52,0.71,0.0,22.0
normal,8.59,1.16,0.83,0.0,11.0
normal,2.54,0.36,0.89,0.0,9.0
normal,0.36,1.36,0.75,0.0,6.0
normal,2.11,1.3,0.99,0.0,14.0
normal,0.02,1.47,0.95,0.0,15.0
normal,7.25,0.96,0.73,0.0,21.0
normal,3.17,1.35,0.9,0.0,17.0
normal,1.7,1.45,0.74,0.0,20.0
normal,0.8,0.88,0.95,0.0,15.0
normal,1.96,1.16,0.74,0.0,9.0
normal,0.51,0.96,0.81,0.0,11.0
normal,0.75,0.83,0.88,0.0,12.0
normal,20.0,1.87,0.95,0.0,13.0
normal,4.81,1.14,0.95,0.0,16.0
normal,4.76,0.54,1.0,0.0,17.0
normal,1.17,1.77,0.95,0.0,11.0
normal,8.12,1.59,0.79,0.0,16.0
anomaly,7.51,1.36,0.9,0.0,0.0
normal,0.03,1.14,0.83,0.0,6.0
normal,8.51,1.19,0.94,0.0,11.0
normal,0.94,1.35,0.87,0.0,17.0
normal,4.02,1.67,0.83,0.0,10.0
normal,1.27,1.33,0.88,0.0,8.0
normal,8.43,0.87,0.95,0.0,14.0
normal,6.91,1.08,0.89,0.0,9.0
normal,19.57,0.87,0.95,0.0,7.0
normal,7.79,1.08,0.75,0.0,7.0
normal,1.76,1.25,0.7,0.0,22.0
normal,3.15,0.92,0.75,0.0,13.0
normal,5.54,0.86,0.91,0.0,22.0
normal,0.7,1.63,0.81,0.0,17.0
normal,0.33,1.37,0.86,0.0,18.0
normal,7.41,1.7,0.88,0.0,6.0
normal,3.72,1.56,0.96,0.0,10.0
normal,0.99,1.07,0.99,0.0,9.0
normal,8.66,1.39,0.84,0.0,19.0
normal,6.51,1.05,0.76,0.0,12.0
